timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,altitude,activity
1273926,-0.12,-0.12,-0.12,-0.93,-1.02,-1.00,214.82,Lift
1276435,-0.10,-0.10,-0.10,-6.28,-6.21,-6.19,214.15,Lift
1278944,-0.06,-0.07,-0.06,1.05,1.06,1.12,213.69,Lift
1281453,-0.08,-0.08,-0.08,0.85,0.81,0.79,213.30,Lift
1283962,-0.09,-0.09,-0.09,-1.36,-1.31,-1.31,213.06,Lift
1286471,-0.09,-0.10,-0.09,-2.14,-2.08,-2.05,212.88,Lift
1288980,-0.08,-0.08,-0.09,-1.67,-1.70,-1.74,212.76,Lift
1291489,-0.09,-0.09,-0.09,-2.82,-2.76,-2.71,212.75,Lift
1293998,-0.08,-0.08,-0.08,1.64,1.75,1.90,212.53,Lift
1296507,-0.11,-0.12,-0.11,-0.12,-0.05,-0.06,211.94,Lift
1299016,-0.08,-0.07,-0.07,0.26,0.24,0.32,211.01,Lift
1301525,-0.09,-0.09,-0.09,2.63,2.57,2.58,209.82,Lift
1304034,-0.10,-0.10,-0.10,-3.01,-3.08,-3.22,208.47,Lift
1306543,-0.09,-0.09,-0.09,-1.20,-1.25,-1.27,206.92,Lift
1309052,-0.10,-0.10,-0.10,-3.89,-4.01,-4.06,205.54,Lift
1311561,-0.09,-0.09,-0.09,0.44,0.46,0.37,204.63,Lift
1314070,-0.07,-0.07,-0.07,-3.42,-3.43,-3.37,203.94,Lift
1316579,-0.02,-0.02,-0.02,-28.17,-27.96,-27.81,203.42,Lift
1319088,-0.07,-0.08,-0.07,-8.02,-8.10,-8.10,203.02,Lift
1321597,-0.05,-0.04,-0.05,0.85,0.97,0.98,202.71,Lift
1324106,-0.04,-0.04,-0.04,-5.18,-5.27,-5.35,202.55,Lift
1326615,-0.02,-0.02,-0.02,-2.89,-2.75,-2.58,202.85,Lift
1329124,-0.06,-0.06,-0.07,-2.40,-2.27,-2.24,203.61,Lift
1331633,-0.05,-0.05,-0.05,-10.21,-10.14,-10.06,204.65,Lift
1334142,-0.17,-0.17,-0.18,-28.76,-28.73,-28.66,205.91,Lift
1336651,-0.12,-0.12,-0.12,-3.20,-3.07,-3.03,207.34,Lift
1339160,-0.15,-0.15,-0.15,-0.73,-0.70,-0.67,208.88,Lift
1341669,-0.16,-0.16,-0.16,-0.98,-0.99,-0.95,210.48,Lift
1344178,-0.14,-0.14,-0.14,-5.39,-5.55,-5.66,212.18,Lift
1346687,-0.15,-0.15,-0.14,-4.15,-4.08,-4.01,213.59,Lift
1349196,-0.16,-0.16,-0.16,-3.36,-3.40,-3.52,215.36,Lift
1351705,-0.15,-0.15,-0.16,-7.76,-7.80,-7.82,216.83,Lift
1354214,-0.14,-0.14,-0.15,4.37,4.41,4.34,217.90,Lift
1356723,-0.05,-0.05,-0.05,-1.11,-1.05,-1.12,218.67,Lift
1359232,-0.07,-0.07,-0.07,5.82,5.79,5.66,219.25,Lift
1361741,-0.12,-0.12,-0.12,-0.98,-1.05,-1.01,219.61,Lift
1364250,-0.19,-0.19,-0.20,0.99,0.76,0.47,219.91,Lift
1366759,0.01,0.01,0.01,-8.53,-8.56,-8.73,220.34,Lift
1369268,0.01,0.02,0.01,-0.70,-0.63,-0.45,220.39,Lift
1371777,-0.01,-0.01,-0.01,3.48,3.62,3.72,219.93,Lift
1374286,0.04,0.04,0.05,9.05,9.07,9.18,219.09,Lift
1376795,0.06,0.06,0.06,-13.63,-13.61,-13.65,218.02,Lift
1379304,-0.09,-0.09,-0.09,5.60,5.79,5.89,216.66,Lift
1381813,0.01,0.01,0.01,-1.71,-1.70,-1.77,215.08,Lift
1384322,-0.01,-0.00,-0.00,-0.47,-0.41,-0.43,213.42,Lift
1386830,-0.01,-0.01,-0.01,1.59,1.57,1.58,211.71,Lift
1389339,0.03,0.03,0.03,-2.36,-2.35,-2.29,209.94,Lift
1391848,0.04,0.03,0.04,-2.05,-2.13,-2.24,208.20,Lift
1394357,0.02,0.02,0.02,0.23,0.23,0.18,206.75,Lift
1396866,-0.03,-0.02,-0.03,-1.01,-1.00,-1.02,205.87,Lift
1399375,-0.03,-0.02,-0.03,-7.77,-7.79,-7.89,205.07,Lift
1401884,-0.01,-0.01,-0.01,0.26,0.30,0.21,204.56,Lift
1404393,0.05,0.05,0.05,-5.63,-5.92,-6.15,204.18,Lift
1406902,0.02,0.02,0.02,0.50,0.50,0.63,203.92,Lift
1409411,0.03,0.03,0.03,-0.52,-0.71,-0.79,203.73,Lift
1411920,0.05,0.05,0.05,-2.20,-2.18,-2.13,203.89,Lift
1414429,0.02,0.02,0.02,-7.40,-7.31,-7.15,204.54,Lift
1416938,-0.08,-0.08,-0.08,-11.15,-11.13,-11.07,205.47,Lift
1419447,-0.03,-0.03,-0.03,1.73,1.79,1.83,206.64,Lift
1421956,-0.08,-0.08,-0.08,0.08,0.12,0.11,208.04,Lift
1424465,0.01,0.02,0.01,-9.85,-9.56,-9.26,209.54,Lift
1426974,-0.10,-0.08,-0.11,0.65,0.78,0.74,211.09,Lift
1429483,-0.02,-0.01,-0.01,-2.02,-2.02,-2.01,212.76,Lift
1431992,-0.05,-0.05,-0.05,3.83,3.81,3.90,214.42,Lift
1434501,-0.02,-0.02,-0.02,2.12,2.18,2.21,216.21,Lift
1437010,-0.02,-0.02,-0.01,-1.50,-1.55,-1.53,217.61,Lift
1439519,0.09,0.09,0.09,0.86,0.80,0.79,218.67,Lift
1442028,-0.03,-0.03,-0.03,-0.78,-0.73,-0.76,219.44,Lift
1444537,0.01,0.00,0.01,8.49,8.62,8.69,219.93,Lift
1447046,0.03,0.04,0.04,-11.60,-11.45,-11.31,220.33,Lift
1449555,0.06,0.06,0.06,3.92,3.79,3.70,220.62,Lift
1452064,0.08,0.08,0.08,7.41,7.27,7.24,220.88,Lift
1454573,0.08,0.08,0.08,-1.24,-1.18,-1.14,220.88,Lift
1457082,0.05,0.05,0.05,0.77,0.91,1.11,220.28,Lift
1459591,-0.02,-0.02,-0.01,-0.11,-0.21,-0.24,219.36,Lift
1462100,0.01,0.01,0.01,-4.53,-4.71,-4.76,218.14,Lift
1464608,0.05,0.03,0.05,1.88,1.89,1.95,216.80,Lift
1467117,-0.14,-0.14,-0.14,2.98,3.13,3.21,215.35,Lift
1469626,0.02,0.03,0.03,-4.96,-4.86,-4.82,213.73,Lift
1472135,-0.05,-0.05,-0.05,-4.89,-5.06,-5.24,212.01,Lift
1474644,0.02,0.02,0.02,-2.58,-2.70,-2.78,210.24,Lift
1477153,0.05,0.04,0.05,-0.29,-0.18,-0.28,208.42,Lift
1479662,0.03,0.03,0.03,-2.47,-2.57,-2.60,206.96,Lift
1482171,0.04,0.04,0.04,0.70,0.71,0.66,205.90,Lift
1484680,0.03,0.02,0.03,-4.05,-4.05,-4.13,205.13,Lift
1487189,0.02,0.02,0.02,-2.02,-1.93,-1.90,204.56,Lift
1489697,0.02,0.02,0.02,1.15,1.18,1.21,204.11,Lift
1492206,0.04,0.04,0.03,-1.28,-1.34,-1.32,203.84,Lift
1494715,0.06,0.06,0.06,0.79,0.85,0.78,203.68,Lift
1497224,0.04,0.05,0.04,-1.88,-1.73,-1.70,203.81,Lift
1499733,-0.05,-0.05,-0.05,-3.27,-3.15,-3.15,204.39,Lift
1502242,-0.04,-0.04,-0.04,-16.63,-16.61,-16.60,205.37,Lift
1504750,-0.02,-0.01,-0.02,1.67,1.68,1.66,206.57,Lift
1507259,-0.03,-0.03,-0.03,-3.22,-3.12,-3.02,207.97,Lift
1509768,-0.01,-0.01,-0.01,-1.37,-1.36,-1.29,209.44,Lift
1512277,0.04,0.03,0.04,-3.08,-3.16,-3.24,211.01,Lift
1514786,0.06,0.06,0.05,-7.89,-7.77,-7.76,212.66,Lift
1517295,0.07,0.07,0.07,3.78,3.89,4.13,214.37,Lift
1519803,0.04,0.04,0.04,-0.31,-0.24,-0.25,216.18,Lift
1522312,0.03,0.03,0.03,-8.24,-8.15,-8.06,217.71,Lift
1524821,0.10,0.10,0.10,-0.65,-0.58,-0.48,218.87,Lift
1527330,0.06,0.06,0.06,-0.81,-0.76,-0.69,219.70,Lift
1529839,0.09,0.09,0.09,7.82,7.79,7.81,220.31,Lift
1532348,0.04,0.04,0.04,0.17,0.17,0.15,220.73,Lift
1534856,0.09,0.09,0.09,-1.10,-1.20,-1.12,221.04,Lift
1537365,0.02,0.02,0.02,-1.57,-1.67,-1.79,221.26,Lift
1539874,0.01,0.01,0.01,-4.45,-4.39,-4.40,221.14,Lift
1542383,0.00,0.02,0.00,0.24,0.35,0.48,220.76,Lift
1544892,-0.02,-0.02,-0.02,5.68,5.59,5.60,219.79,Lift
1547401,-0.03,-0.04,-0.04,-7.21,-7.19,-7.21,218.58,Lift
1549909,-0.01,-0.01,-0.01,-0.31,-0.26,-0.21,217.20,Lift
1552418,0.00,0.00,0.00,-4.58,-4.56,-4.53,215.62,Lift
1554927,0.00,0.00,0.00,-6.05,-6.04,-5.92,213.95,Lift
1557436,-0.03,-0.04,-0.04,-0.42,-0.40,-0.34,212.25,Lift
1559945,0.06,0.06,0.06,3.18,3.12,3.03,210.48,Lift
1562454,-0.04,-0.05,-0.04,-7.26,-7.16,-7.11,208.73,Lift
1564962,-0.10,-0.10,-0.10,4.31,4.24,4.09,207.17,Lift
1567471,-0.04,-0.04,-0.04,-8.11,-8.43,-8.81,205.99,Lift
1569980,-0.03,-0.04,-0.03,-2.18,-2.22,-2.17,205.12,Lift
1572489,-0.03,-0.03,-0.03,-3.32,-3.22,-3.08,204.55,Lift
1574998,-0.03,-0.04,-0.03,1.16,1.28,1.32,204.07,Lift
1577507,-0.05,-0.05,-0.05,-1.92,-1.99,-1.92,203.80,Lift
1580015,-0.06,-0.06,-0.06,-0.98,-0.98,-1.02,203.58,Lift
1582524,-0.02,-0.02,-0.02,-0.73,-0.68,-0.65,203.77,Lift
1585033,-0.08,-0.08,-0.08,-5.01,-5.14,-5.26,204.42,Lift
1587542,-0.06,-0.06,-0.06,3.52,3.35,3.18,205.38,Lift
1590051,-0.06,-0.07,-0.06,-26.40,-26.44,-26.47,206.56,Lift
1592560,0.00,0.00,0.00,-5.85,-6.00,-6.03,207.68,Lift
1595068,-0.05,-0.06,-0.06,-2.76,-2.73,-2.65,209.16,Lift
1597577,-0.08,-0.08,-0.08,-2.44,-2.50,-2.46,210.69,Lift
1600086,-0.03,-0.03,-0.03,-2.10,-2.11,-2.13,212.28,Lift
1602595,-0.01,-0.01,-0.01,-1.10,-0.93,-0.93,214.04,Lift
1605104,-0.05,-0.05,-0.05,22.76,22.77,22.71,215.89,Lift
1607613,-0.08,-0.08,-0.08,-0.27,-0.34,-0.33,217.46,Lift
1610121,-0.04,-0.05,-0.04,-1.64,-1.63,-1.64,218.65,Lift
1612630,-0.11,-0.11,-0.11,-8.53,-8.37,-8.30,219.49,Lift
1615139,-0.06,-0.06,-0.06,-0.54,-0.42,-0.34,220.14,Lift
1617648,0.03,0.03,0.03,-3.41,-3.13,-2.78,220.53,Lift
1620157,0.03,0.03,0.03,-3.87,-3.81,-3.76,220.83,Lift
1622666,0.08,0.08,0.08,0.88,0.81,0.76,221.08,Lift
1625174,0.08,0.08,0.07,2.24,2.24,2.31,221.09,Lift
1627683,0.09,0.09,0.09,-0.17,-0.08,0.01,220.63,Lift
1630192,0.09,0.09,0.09,-4.95,-4.99,-5.02,219.62,Lift
1632701,0.08,0.07,0.07,-0.48,-0.46,-0.35,218.41,Lift
1635210,0.08,0.07,0.08,-1.40,-1.49,-1.49,216.99,Lift
1637719,0.16,0.16,0.16,-2.68,-2.78,-2.92,215.45,Lift
1640227,0.09,0.09,0.08,-1.12,-1.05,-1.01,213.86,Lift
1642736,0.11,0.11,0.11,-4.12,-4.25,-4.29,212.49,Lift
1645245,0.03,0.04,0.03,0.60,0.63,0.56,210.74,Lift
1647754,0.03,0.02,0.03,-2.01,-2.04,-1.99,208.99,Lift
1650263,0.02,0.02,0.03,-1.22,-1.23,-1.24,207.38,Lift
1652772,0.04,0.04,0.04,-1.05,-1.04,-1.02,206.10,Lift
1657789,0.11,0.12,0.11,4.81,5.01,5.36,204.40,Lift
1660298,0.00,0.00,0.00,-0.95,-0.83,-0.82,203.88,Lift
1662807,0.03,0.03,0.03,-0.08,0.14,0.22,203.61,Lift
1665316,-0.08,-0.09,-0.09,2.40,2.47,2.56,203.48,Lift
1667825,-0.02,-0.02,-0.02,-0.42,-0.40,-0.42,203.43,Lift
1670333,-0.03,-0.02,-0.02,-0.65,-0.59,-0.53,203.38,Lift
1672842,-0.02,-0.02,-0.02,0.73,0.75,0.80,203.36,Lift
1675351,-0.03,-0.03,-0.03,12.22,12.35,12.27,203.36,Lift
1677860,-0.02,-0.02,-0.02,-2.91,-2.92,-3.02,203.36,Lift
1680369,-0.01,-0.01,-0.01,1.74,1.77,1.68,203.62,Lift
1682878,-0.03,-0.04,-0.03,-10.66,-10.55,-10.48,204.24,Lift
1685386,0.01,0.01,0.01,0.79,0.63,0.60,205.19,Lift
1687895,0.08,0.08,0.08,-4.56,-4.48,-4.43,206.08,Lift
1690404,0.02,0.02,0.02,0.15,0.16,0.15,206.82,Lift
1692913,0.02,0.02,0.02,-2.84,-2.76,-2.81,207.33,Lift
1695422,0.04,0.04,0.04,-3.15,-3.07,-3.05,207.55,Lift
1697931,-0.02,-0.02,-0.02,3.63,3.74,3.79,207.75,Lift
1700439,-0.03,-0.03,-0.03,2.43,2.60,2.72,207.87,Lift
1702948,-0.02,-0.02,-0.02,0.44,0.48,0.45,208.03,Lift
1705457,-0.04,-0.04,-0.04,-3.18,-3.21,-3.21,208.15,Lift
1707966,-0.03,-0.03,-0.03,-1.02,-0.97,-1.02,208.49,Lift
1710475,-0.02,-0.01,-0.02,-0.69,-0.75,-0.79,209.20,Lift
1712984,-0.03,-0.03,-0.03,-2.76,-2.64,-2.65,210.23,Lift
1715492,-0.03,-0.03,-0.03,3.67,3.50,3.27,211.44,Lift
1718001,-0.06,-0.06,-0.06,-2.33,-2.54,-2.62,212.81,Lift
1720510,-0.04,-0.04,-0.04,-5.92,-5.80,-5.79,214.33,Lift
1723019,0.00,0.00,0.00,-0.27,-0.15,-0.18,216.00,Lift
1725528,-0.01,-0.01,-0.01,-2.05,-1.98,-2.15,217.60,Lift
1728037,-0.01,-0.01,-0.01,-1.94,-1.95,-1.86,218.85,Lift
1730545,-0.00,0.00,0.00,-2.25,-2.21,-2.02,219.69,Lift
1733054,0.01,0.02,0.01,-11.08,-11.20,-11.34,220.36,Lift
1735563,-0.02,-0.02,-0.02,1.61,1.63,1.71,220.78,Lift
1738072,-0.01,-0.01,-0.01,-1.03,-1.03,-1.10,221.09,Lift
1740581,-0.01,-0.01,-0.01,-1.97,-1.96,-1.86,221.33,Lift
1743090,0.01,0.00,0.01,-2.21,-2.12,-2.21,221.49,Lift
1745598,-0.05,-0.04,-0.05,3.56,3.52,3.47,221.58,Lift
1748107,-0.01,-0.00,-0.01,-6.25,-6.36,-6.31,221.18,Lift
1750616,-0.00,-0.00,-0.00,0.38,0.48,0.56,220.24,Lift
1753125,0.02,0.01,0.01,-2.95,-3.02,-3.05,219.04,Lift
1755634,0.01,0.01,0.01,-0.43,-0.48,-0.50,217.73,Lift
1758143,0.03,0.03,0.03,-0.90,-0.98,-0.97,216.28,Lift
1760651,0.01,0.01,0.01,5.73,5.82,5.77,214.73,Lift
1763160,0.01,0.01,0.01,-1.56,-1.60,-1.58,213.10,Lift
1765669,-0.02,-0.02,-0.02,-2.43,-2.41,-2.45,211.37,Lift
1768178,0.05,0.05,0.06,-0.85,-0.78,-0.75,209.63,Lift
1770687,0.07,0.07,0.07,5.03,5.02,4.97,208.00,Lift
1773196,0.04,0.04,0.04,1.35,1.31,1.37,206.72,Lift
1775704,0.05,0.05,0.05,-1.82,-1.82,-1.82,205.84,Lift
1778213,0.02,0.02,0.02,-0.95,-1.11,-1.18,205.16,Lift
1780722,0.02,0.02,0.02,-1.44,-1.47,-1.40,204.67,Lift
1785740,-0.01,-0.01,-0.01,-1.58,-1.61,-1.55,204.07,Lift
1788249,0.01,0.00,0.01,-1.53,-1.38,-1.40,204.04,Lift
1790757,0.02,0.02,0.02,-1.44,-1.39,-1.44,204.34,Lift
1793266,0.01,0.01,0.01,-0.51,-0.50,-0.62,205.17,Lift
1795775,0.01,0.02,0.02,-1.04,-1.06,-1.09,206.24,Lift
1798284,0.03,0.03,0.03,-1.56,-1.58,-1.47,207.51,Lift
1800793,0.02,0.02,0.02,-2.11,-2.12,-2.06,208.96,Lift
1803302,0.01,0.02,0.02,0.41,0.43,0.40,210.50,Lift
1805810,0.03,0.03,0.03,-1.56,-1.61,-1.54,212.06,Lift
1808319,0.03,0.03,0.03,-0.19,-0.26,-0.34,213.64,Lift
1810828,0.03,0.04,0.04,-1.09,-1.18,-1.24,215.42,Lift
1813337,0.03,0.03,0.03,-1.64,-1.56,-1.53,217.10,Lift
1815846,0.04,0.04,0.04,-0.24,-0.23,-0.19,218.38,Lift
1818355,0.04,0.04,0.04,-0.31,-0.34,-0.42,219.32,Lift
1820863,-0.08,-0.08,-0.07,3.74,3.76,3.62,219.99,Lift
1823372,-0.06,-0.06,-0.06,1.11,1.20,1.21,220.47,Lift
1825881,-0.03,-0.03,-0.03,1.37,1.44,1.49,220.82,Lift
1828390,-0.06,-0.06,-0.06,-0.83,-0.91,-0.97,221.07,Lift
1830899,-0.02,-0.02,-0.02,0.51,0.60,0.68,221.10,Lift
1833408,-0.04,-0.04,-0.04,-0.91,-0.89,-0.89,220.75,Lift
1835917,-0.03,-0.03,-0.03,-10.20,-10.34,-10.41,220.09,Lift
1838426,0.02,0.02,0.02,1.20,1.35,1.40,218.96,Lift
1840935,0.03,0.04,0.04,-2.39,-2.37,-2.28,217.58,Lift
1843444,0.07,0.07,0.08,-3.04,-3.21,-3.26,216.04,Lift
1845953,0.07,0.07,0.07,-5.10,-5.03,-5.02,214.46,Lift
1848462,-0.05,-0.05,-0.05,-8.22,-8.15,-8.16,212.81,Lift
1850971,-0.00,-0.00,-0.01,-1.38,-1.31,-1.35,211.12,Lift
1853480,0.03,0.03,0.03,-0.55,-0.60,-0.60,209.34,Lift
1855989,0.01,0.01,0.01,-1.89,-1.85,-1.88,207.65,Lift
1858498,0.02,0.02,0.02,-0.95,-0.92,-1.01,206.40,Lift
1861007,0.01,0.01,0.02,-0.87,-0.92,-0.93,205.41,Lift
1863516,-0.13,-0.13,-0.12,7.44,7.54,7.62,204.77,Lift
1866024,-0.04,-0.05,-0.05,-3.80,-3.75,-3.60,204.28,Lift
1868533,0.03,0.03,0.03,-1.27,-1.26,-1.35,203.93,Lift
1871042,0.03,0.03,0.03,-0.78,-0.79,-0.73,203.70,Lift
1873551,0.00,0.00,0.01,-0.17,-0.10,-0.11,203.69,Lift
1876060,0.06,0.06,0.06,-2.04,-2.01,-1.89,204.18,Lift
1878569,-0.05,-0.05,-0.05,-9.23,-9.14,-9.02,204.84,Lift
1881077,0.01,0.01,0.01,-1.77,-1.79,-1.80,205.89,Lift
1883586,-0.01,-0.01,-0.01,-0.42,-0.43,-0.49,207.13,Lift
1886095,0.00,0.00,0.00,-0.68,-0.69,-0.81,208.52,Lift
1888604,0.02,0.02,0.02,-1.58,-1.64,-1.76,209.98,Lift
1891113,0.02,0.02,0.02,-1.26,-1.37,-1.34,211.68,Lift
1893622,0.02,0.02,0.02,0.06,0.14,0.09,213.48,Lift
1898639,-0.03,-0.02,-0.02,-3.33,-3.16,-3.02,217.00,Lift
1901148,0.01,0.01,0.01,-0.34,-0.37,-0.38,218.31,Lift
1903657,0.02,0.02,0.02,0.85,0.83,0.84,219.25,Lift
1906166,0.07,0.07,0.07,15.29,15.20,15.05,219.87,Lift
1908675,0.10,0.10,0.10,4.05,4.42,4.76,220.34,Lift
1911184,0.06,0.07,0.06,-2.32,-2.29,-2.35,220.65,Lift
1913693,0.09,0.09,0.09,2.36,2.34,2.43,220.86,Lift
1916202,0.09,0.09,0.09,-1.24,-1.25,-1.24,220.97,Lift
1918711,0.04,0.04,0.04,0.19,0.24,0.16,220.67,Lift
1921220,0.04,0.04,0.04,-2.24,-2.41,-2.62,219.98,Lift
1923729,0.01,0.01,0.01,1.15,1.16,1.21,218.88,Lift
1926238,0.01,0.00,0.01,-3.53,-3.55,-3.51,217.81,Lift
1928747,0.01,0.01,0.00,1.36,1.37,1.36,216.31,Lift
1931256,-0.16,-0.16,-0.16,-6.23,-6.64,-7.12,214.74,Lift
1933765,-0.05,-0.05,-0.06,0.04,0.03,0.07,213.08,Lift
1936274,-0.03,-0.03,-0.03,-4.76,-4.86,-4.93,211.32,Lift
1938783,-0.03,-0.03,-0.04,-5.08,-5.15,-5.18,209.56,Lift
1941292,-0.07,-0.07,-0.07,2.91,2.94,2.89,207.76,Lift
1943801,-0.06,-0.06,-0.06,1.17,1.16,1.29,206.39,Lift
1946310,-0.05,-0.05,-0.05,-4.34,-4.31,-4.31,205.37,Lift
1948819,-0.02,-0.02,-0.02,-2.66,-2.70,-2.53,204.66,Lift
1951328,0.05,0.06,0.05,-3.11,-2.87,-2.67,204.18,Lift
1953837,0.01,0.01,0.01,-0.67,-0.56,-0.55,203.84,Lift
1956346,0.03,0.03,0.03,1.31,1.37,1.34,203.56,Lift
1958855,-0.04,-0.04,-0.05,-1.40,-1.40,-1.42,203.44,Lift
1961364,-0.04,-0.04,-0.04,-0.48,-0.75,-0.92,203.78,Lift
1963873,-0.04,-0.04,-0.04,-2.10,-2.18,-2.29,204.56,Lift
1966382,-0.03,-0.03,-0.03,-2.47,-2.40,-2.41,205.58,Lift
1968891,-0.01,-0.01,-0.01,-1.09,-1.05,-1.02,206.64,Lift
1971400,-0.04,-0.03,-0.04,-0.02,0.05,0.08,208.05,Lift
1973909,-0.01,-0.01,-0.01,-1.58,-1.47,-1.38,209.62,Lift
1976418,0.00,-0.00,0.00,0.02,-0.05,0.08,211.28,Lift
1978927,-0.01,-0.01,-0.01,-0.18,-0.20,-0.18,213.04,Lift
1981436,0.00,0.00,0.00,-2.00,-1.95,-1.92,214.77,Lift
1983945,0.00,0.00,0.00,-0.85,-0.73,-0.87,216.50,Lift
1986454,-0.00,-0.00,-0.00,-1.24,-1.17,-1.15,217.86,Lift
1988963,-0.00,-0.00,-0.00,-1.21,-1.21,-1.25,218.89,Lift
1991472,0.00,0.00,0.00,-1.18,-1.21,-1.18,219.67,Lift
1993981,0.03,0.03,0.03,0.64,0.66,0.65,220.18,Lift
1996490,0.02,0.02,0.02,-1.37,-1.31,-1.30,220.56,Lift
1998999,0.02,0.02,0.02,-1.79,-1.73,-1.63,220.88,Lift
2001508,0.02,0.02,0.02,0.98,0.86,0.76,221.13,Lift
2004017,0.01,0.01,0.02,-0.05,-0.14,-0.17,220.97,Lift
2006526,0.03,0.03,0.03,0.01,0.10,0.21,220.39,Lift
2009035,0.03,0.03,0.03,-5.03,-5.18,-5.31,219.47,Lift
2011544,-0.01,-0.01,-0.01,-0.86,-0.94,-0.94,218.20,Lift
2014053,0.00,0.01,0.01,-0.97,-1.07,-1.21,217.01,Lift
2016562,-0.01,-0.01,-0.01,-1.96,-1.95,-1.98,216.13,Lift
2019070,-0.01,-0.01,-0.01,-1.86,-1.79,-1.84,215.64,Lift
2021579,-0.01,-0.00,-0.01,-0.31,-0.33,-0.34,215.10,Lift
2024088,-0.01,-0.01,-0.00,-1.50,-1.46,-1.34,214.74,Lift
2026597,-0.01,-0.01,-0.01,-1.50,-1.57,-1.51,214.48,Lift
2029106,-0.01,-0.01,-0.01,-0.76,-0.73,-0.79,214.29,Lift
2031615,-0.01,-0.01,-0.01,-1.47,-1.43,-1.40,214.22,Lift
2034124,-0.00,-0.01,-0.01,-2.01,-1.92,-1.92,214.12,Lift
2036633,-0.00,-0.00,-0.00,-1.13,-1.18,-1.15,213.89,Lift
2039142,-0.00,-0.00,-0.01,-1.73,-1.74,-1.81,213.26,Lift
2041651,-0.00,-0.01,-0.01,-1.73,-1.74,-1.89,212.64,Lift
2044160,-0.00,-0.00,-0.00,-2.18,-2.18,-2.24,212.24,Lift
2046669,-0.01,-0.01,-0.01,-0.27,-0.29,-0.25,211.94,Lift
2049178,-0.00,0.00,0.00,-1.81,-1.82,-1.76,211.74,Lift
2051687,-0.01,-0.01,-0.00,-0.84,-0.78,-0.76,211.56,Lift
2054196,0.05,0.05,0.05,-6.45,-6.66,-6.84,211.39,Lift
2056705,0.06,0.06,0.06,10.28,10.37,10.36,211.28,Lift
2059214,0.02,0.03,0.02,-2.10,-2.16,-2.31,211.17,Lift
2061723,0.02,0.02,0.02,-2.31,-2.25,-2.28,211.04,Lift
2064232,0.03,0.03,0.03,-0.95,-1.09,-1.18,210.64,Lift
2066741,0.03,0.04,0.03,-3.92,-3.86,-3.89,209.83,Lift
2069250,-0.00,0.00,0.00,0.77,0.83,0.85,208.93,Lift
2071758,0.01,0.02,0.01,-0.01,-0.05,-0.02,207.67,Lift
2074267,0.00,0.00,0.00,-1.11,-1.09,-1.06,206.53,Lift
2076776,0.00,0.00,0.00,-1.53,-1.53,-1.44,205.68,Lift
2079285,0.01,0.01,0.01,-0.92,-0.82,-0.84,205.01,Lift
2081794,-0.01,-0.01,-0.01,-5.95,-5.88,-5.86,204.52,Lift
2084303,-0.00,-0.01,-0.00,-8.75,-8.78,-8.91,204.18,Lift
2089321,-0.01,-0.01,-0.01,-3.63,-3.53,-3.53,203.78,Lift
2091830,0.01,0.01,0.00,-1.92,-1.82,-1.85,203.67,Lift
2094339,-0.00,0.00,-0.00,0.23,0.27,0.22,203.71,Lift
2096848,-0.01,-0.01,-0.01,2.40,2.27,2.17,204.10,Lift
2099357,0.01,0.01,0.00,-0.43,-0.53,-0.62,204.90,Lift
2101866,0.02,0.02,0.02,5.91,5.98,6.02,205.93,Lift
2104375,-0.00,-0.00,-0.00,-1.18,-1.19,-1.11,207.22,Lift
2106884,0.02,0.02,0.02,-7.03,-6.96,-6.76,208.75,Lift
2109393,0.03,0.03,0.03,1.03,0.92,0.78,210.37,Lift
2111902,0.02,0.02,0.02,1.89,1.95,1.97,212.10,Lift
2114411,0.07,0.07,0.07,-3.80,-3.73,-3.69,213.81,Lift
2116920,0.02,0.02,0.02,-1.82,-1.70,-1.60,215.59,Lift
2119429,0.01,0.01,0.01,-1.35,-1.37,-1.40,217.27,Lift
2121938,0.02,0.02,0.02,0.82,0.85,0.82,218.63,Lift
2124447,0.02,0.02,0.02,-0.70,-0.66,-0.63,219.47,Lift
2126956,0.02,0.02,0.02,-1.50,-1.50,-1.51,220.25,Lift
2129465,0.04,0.04,0.04,3.92,3.93,3.89,220.80,Lift
2131974,0.01,0.01,0.01,1.75,1.76,1.89,221.24,Lift
2134483,0.04,0.04,0.04,-1.94,-1.81,-1.66,221.55,Lift
2136992,0.04,0.03,0.04,-0.28,-0.37,-0.49,221.71,Lift
2139501,0.03,0.04,0.04,-6.05,-5.91,-5.69,221.47,Lift
2144519,0.07,0.07,0.07,1.56,1.69,1.81,219.83,Lift
2147028,0.04,0.03,0.03,2.06,2.18,2.23,218.61,Lift
2149537,0.03,0.03,0.03,-2.21,-2.21,-2.27,217.16,Lift
2152046,0.01,0.01,0.01,-1.64,-1.46,-1.33,215.57,Lift
2154555,0.01,0.01,0.01,-1.73,-1.52,-1.40,213.81,Lift
2157064,0.02,0.02,0.01,-2.64,-2.62,-2.66,212.06,Lift
2159573,0.02,0.02,0.02,-2.57,-2.59,-2.51,210.27,Lift
2162082,0.02,0.02,0.02,-1.96,-1.89,-1.76,208.51,Lift
2164591,0.02,0.02,0.02,-2.80,-2.82,-2.83,207.11,Lift
2167100,0.02,0.02,0.03,-1.15,-1.11,-1.05,206.08,Lift
