timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,altitude,activity,delta_time,accelX_rate_of_change,accelY_rate_of_change,accelZ_rate_of_change,gyroX_rate_of_change,gyroY_rate_of_change,gyroZ_rate_of_change,altitude_rate_of_change
344078,-0.16,-0.15,-0.15,90.62,89.87,89.21,211.0,Stairs,2509.0,2.3913909924272617e-05,2.7899561578318056e-05,2.7899561578318056e-05,0.0621402949382224,0.0619649262654444,0.0617975288959744,-0.0002391390992427
346587,-0.09,-0.09,-0.09,-27.41,-27.7,-27.89,210.67,Stairs,2509.0,2.7899561578318056e-05,2.3913909924272617e-05,2.3913909924272617e-05,-0.0470426464726982,-0.0468593064966122,-0.046671980868872,-0.0001315265045835
349096,-0.08,-0.08,-0.08,83.81,83.64,83.44,210.67,Stairs,2509.0,3.985651654045435e-06,3.985651654045435e-06,3.985651654045435e-06,0.0443284176962933,0.0443762455161418,0.0443722598644878,0.0
351605,-0.09,-0.09,-0.09,-69.19,-69.12,-69.21,210.74,Stairs,2509.0,-3.985651654045435e-06,-3.985651654045435e-06,-3.985651654045435e-06,-0.0609804703068951,-0.060884814667198,-0.0608409724990035,2.7899561578326662e-05
354114,-0.08,-0.08,-0.08,87.4,88.4,89.31,210.95,Stairs,2509.0,3.985651654045435e-06,3.985651654045435e-06,3.985651654045435e-06,0.0624113192506974,0.0627819848545237,0.0631805500199282,8.369868473494601e-05
356623,-0.04,-0.04,-0.04,0.05,-0.25,-0.35,211.27,Stairs,2509.0,1.5942606616181746e-05,1.5942606616181746e-05,1.5942606616181746e-05,-0.0348146671980868,-0.0353328019131128,-0.0357353527301713,0.0001275408529294
359132,0.01,0.01,0.01,-20.5,-20.41,-20.4,211.71,Stairs,2509.0,1.9928258270227185e-05,1.9928258270227185e-05,1.9928258270227185e-05,-0.0081905141490633,-0.0080350737345556,-0.007991231566361,0.0001753686727779
361641,-0.24,-0.24,-0.24,94.1,94.32,94.57,212.19,Stairs,2509.0,-9.964129135113592e-05,-9.964129135113592e-05,-9.964129135113592e-05,0.0456755679553607,0.0457273814268632,0.0458230370665603,0.0001913112793941
364150,-0.14,-0.14,-0.14,-13.4,-14.21,-14.96,212.65,Stairs,2509.0,3.985651654045436e-05,3.985651654045436e-05,3.985651654045436e-05,-0.0428457552809884,-0.0432562774013551,-0.0436548425667596,0.000183339976086
366659,-0.18,-0.17,-0.17,-67.62,-67.22,-66.85,213.19,Stairs,2509.0,-1.594260661618174e-05,-1.1956954962136309e-05,-1.1956954962136309e-05,-0.0216102032682343,-0.0211279394180948,-0.0206815464328417,0.0002152251893184
369168,-0.18,-0.18,-0.18,10.84,11.24,11.53,213.45,Stairs,2509.0,0.0,-3.985651654045429e-06,-3.985651654045429e-06,0.0312714228776404,0.0312714228776404,0.0312395376644081,0.0001036269430051
371677,0.17,0.18,0.18,-45.79,-46.53,-47.17,213.45,Stairs,2509.0,0.0001394978078915,0.0001434834595456,0.0001434834595456,-0.0225707453168593,-0.0230251096054204,-0.0233957752092467,0.0
374186,0.04,0.05,0.04,19.98,19.98,19.91,213.36,Stairs,2509.0,-5.1813471502590674e-05,-5.1813471502590674e-05,-5.5799123156636106e-05,0.0262136309286568,0.0265085691510562,0.0267357512953367,-3.587086488639896e-05
376695,0.06,0.06,0.05,-7.31,-7.29,-7.11,213.07,Stairs,2509.0,7.971303308090871e-06,3.985651654045435e-06,3.985651654045437e-06,-0.0108768433638899,-0.0108688720605819,-0.0107692307692307,-0.0001155838979673
379204,0.08,0.07,0.06,-23.11,-23.28,-23.61,212.62,Stairs,2509.0,7.971303308090875e-06,3.98565165404544e-06,3.985651654045435e-06,-0.0062973296133917,-0.0063730569948186,-0.0065763252291749,-0.000179354324432
